"APDB_idx","AID","Molecule_CID","SID","Activity_Outcome","Target_GI","Target_GeneID","Target_Symbol","UniProtKB","Activity_Value_uM","Activity_Name","Assay_Name","Assay_Type","PubMed_ID"
"B.4361",743199,14050,144209324,"Active",216409692,5468,"PPARG","E9PFX5",NA,NA,"qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor gamma (PPARg) signaling pathway: Summary","Summary",NA
"B.4362",1159526,14050,144209324,"Active",119627033,3725,"JUN","P05412",39.5577,"Potency","qHTS assay to identify small molecule agonists of the AP-1 signaling pathway","Confirmatory",NA
"B.4363",1224841,14050,144209324,"Active",325495545,2101,"ESRRA","P11474",31.137,"Potency","qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library","Confirmatory",NA
"B.4364",1259396,14050,144209324,"Active",54288833,2100,"ESR2","F1D8N3",NA,NA,"qHTS assay to identify small molecule antagonists of the estrogen receptor beta (ER-beta) signaling pathway: Summary","Summary",NA
"B.4365",1259403,14050,144209324,"Active",325495545,2101,"ESRRA","P11474",69.7072,"Potency","qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library: Summary","Summary",NA
"B.4366",1671197,14050,144209324,"Active",55140668,1557,"CYP2C19","P33261",40.5997,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4367",1671198,14050,144209324,"Active",527178914,1559,"CYP2C9","P11712",40.5997,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4368",1346982,10698,144209450,"Active",325495557,8856,"NR1I2","O75469",30.6379,"Potency","Human pregnane X receptor (PXR) small molecule agonists, qHTS assay","Confirmatory",NA
"B.4369",1671197,10698,144209450,"Active",55140668,1557,"CYP2C19","P33261",71.0378,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4370",1671198,10698,144209450,"Active",527178914,1559,"CYP2C9","P11712",35.6032,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4371",1671198,10698,144210666,"Active",527178914,1559,"CYP2C9","P11712",79.6407,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4372",1671199,10698,144209450,"Active",119619719,1544,"CYP1A2","P05177",35.6032,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4373",1671199,10698,144210666,"Active",119619719,1544,"CYP1A2","P05177",28.2576,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4374",743079,12025,144213576,"Active",348019627,2099,"ESR1","G4XH65",48.5577,"Potency","qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line","Confirmatory",NA
"B.4375",1224841,12025,144208828,"Active",325495545,2101,"ESRRA","P11474",30.9497,"Potency","qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library","Confirmatory",NA
"B.4376",1259381,12025,144208828,"Active",124375976,367,"AR","P10275",27.5839,"Potency","qHTS assay to identify small molecule agonists of the androgen receptor (AR) signaling pathway in the presence of an antagonist","Confirmatory",NA
"B.4377",1259387,12025,144208828,"Active",124375976,367,"AR","P10275",NA,NA,"qHTS assay to identify small molecule agonists of the androgen receptor (AR) signaling pathway in the presence of an antagonist: Summary","Summary",NA
"B.4378",1346859,12025,144208828,"Active",15928762,4087,"SMAD2","Q15796",55.5196,"Potency","qHTS assay to identify small molecule agonists of the TGF-beta/Smad signaling pathway","Confirmatory",NA
"B.4379",1346859,12025,144208828,"Active",29792115,4088,"SMAD3","P84022",55.5196,"Potency","qHTS assay to identify small molecule agonists of the TGF-beta/Smad signaling pathway","Confirmatory",NA
"B.4380",1346982,12025,144208828,"Active",325495557,8856,"NR1I2","O75469",69.2877,"Potency","Human pregnane X receptor (PXR) small molecule agonists, qHTS assay","Confirmatory",NA
"B.4381",1639697,12025,103173216,"Active",18202936,81285,"OR51E2","A0A126GVK0",0.0019,"EC50","Agonist activity at PSGR/OR51E2 (unknown origin) expressed in human Hana3A cells co-transfected with CRE-Luc by luciferase reporter gene assay","Confirmatory",NA
"B.4382",1671197,12025,144208828,"Active",55140668,1557,"CYP2C19","P33261",8.0486,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4383",1671201,12025,144208828,"Active",115371803,1576,"CYP3A4","P08684",7.1733,"Potency","Cytochrome P450 Family 3 Subfamily A Member 4 (CYP3A4) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4384",1159531,10442,144211067,"Active",325495497,6256,"RXRA","Q6P3U7",37.685,"Potency","qHTS assay to identify small molecule agonists of the RXR signaling pathway: Summary","Summary",NA
"B.4385",1460,17520,24830158,"Active",92096784,4137,"MAPT","P10636",11.2202,"Potency","qHTS for Inhibitors of Tau Fibril Formation, Thioflavin T Binding","Confirmatory",NA
"B.4386",1468,17520,24830158,"Active",92096784,4137,"MAPT","P10636",25.1189,"Potency","qHTS for Inhibitors of Tau Fibril Formation, Fluorescence Polarization","Confirmatory",NA
"B.4387",1510,17520,24830158,"Active",15929025,8698,"S1PR4","O95977",NA,NA,"Primary Cell-Based Assay to Identify Antagonists of the Sphingosine 1-Phosphate Receptor 4 (S1P4)","Screening",NA
"B.4388",1524,17520,24830158,"Active",15929025,8698,"S1PR4","O95977",NA,NA,"Confirmation cell-based high throughput assay for antagonists of the Sphingosine 1-Phosphate Receptor 4 (S1P4)","Screening",NA
"B.4389",1917,17520,24830158,"Active",223460826,3758,"KCNJ1","A8K432",NA,NA,"High throughput discovery of novel modulators of ROMK K+ channel activity: Retest of Primary Hits","Other",NA
"B.4390",1918,17520,24830158,"Active",223460826,3758,"KCNJ1","A8K432",NA,NA,"High throughput discovery of novel modulators of ROMK K+ channel activity: Primary Screen","Screening",NA
"B.4391",2073,17520,24830158,"Active",4502523,774,"CACNA1B","Q00975",12.2,"IC50","Homogeneous Time-Resolved Fluorescence Resonance Energy Transfer (HTRF) Assay","Confirmatory",NA
"B.4392",2648,17520,24830158,"Active",32479527,3784,"KCNQ1","P51787",NA,NA,"Primary cell-based high-throughput screening assay for identification of compounds that potentiate/activate KCNQ1 potassium channels","Screening",NA
"B.4393",504327,17520,24830158,"Active",153791535,2648,"KAT2A","Q92830",8.9125,"Potency","qHTS Assay for Inhibitors of GCN5L2","Confirmatory",NA
"B.4394",504333,17520,24830158,"Active",6683500,29994,"BAZ2B","Q9UIF8",50.1187,"Potency","qHTS Assay for Inhibitors of BAZ2B","Confirmatory",NA
"B.4395",588526,17520,26757623,"Active",325495553,9971,"NR1H4","F1DAL1",44.6684,"Potency","qHTS assay for small molecule antagonists of farnesoid X receptor signaling","Confirmatory",NA
"B.4396",588546,17520,26757623,"Active",325495497,6256,"RXRA","Q6P3U7",19.9526,"Potency","qHTS assay for small molecule antagonists of retinoid X receptor alpha signaling","Confirmatory",NA
"B.4397",588547,17520,26757623,"Active",189491771,7068,"THRB","F1D8N7",15.8489,"Potency","qHTS assay for small molecule antagonists of thyroid hormone receptor beta signaling","Confirmatory",NA
"B.4398",588590,17520,24830158,"Active",154350220,11201,"POLI","Q9UNA4",25.1189,"Potency","qHTS for Inhibitors of Polymerase Iota","Confirmatory",NA
"B.4399",602229,17520,24830158,"Active",216409728,10002,"NR2E3","Q9Y5X4",NA,NA,"Luminescence-based cell-based high throughput primary screening assay to identify agonists of nuclear receptor subfamily 2, group E, member 3 (NR2E3)","Screening",NA
"B.4400",602281,17520,24830158,"Active",31542303,51099,"ABHD5","A0A0S2Z5D6",NA,NA,"Luminescence-based biochemical primary high throughput screening assay to identify inhibitors of the interaction of the lipase co-activator protein, abhydrolase domain containing 5 (ABHD5) with perilipin-5 (MLDP; PLIN5)","Screening",NA
"B.4401",602281,17520,24830158,"Active",116292172,440503,"PLIN5","Q00G26",NA,NA,"Luminescence-based biochemical primary high throughput screening assay to identify inhibitors of the interaction of the lipase co-activator protein, abhydrolase domain containing 5 (ABHD5) with perilipin-5 (MLDP; PLIN5)","Screening",NA
"B.4402",651612,17520,24830158,"Active",31542303,51099,"ABHD5","A0A0S2Z5D6",NA,NA,"Luminescence-based biochemical high throughput confirmation assay for inhibitors of the interaction of the lipase co-activator protein, abhydrolase domain containing 5 (ABHD5) with perilipin-5 (MLDP; PLIN5)","Screening",NA
"B.4403",651612,17520,24830158,"Active",116292172,440503,"PLIN5","Q00G26",NA,NA,"Luminescence-based biochemical high throughput confirmation assay for inhibitors of the interaction of the lipase co-activator protein, abhydrolase domain containing 5 (ABHD5) with perilipin-5 (MLDP; PLIN5)","Screening",NA
"B.4404",651674,17520,24830158,"Active",31077205,3172,"HNF4A","F1D8T1",NA,NA,"Counterscreen for inhibitors of the interaction of the lipase co-activator protein, abhydrolase domain containing 5 (ABHD5) with perilipin-5 (MLDP; PLIN5): Luminescence-based biochemical high throughput assay to identify inhibitors of Hepatocyte nuclear factor 4 (HNF4) dimerization","Screening",NA
"B.4405",651741,17520,26757623,"Active",20149576,4780,"NFE2L2","Q16236",27.306,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway","Confirmatory",NA
"B.4406",651768,17520,24830158,"Active",3719421,7486,"WRN","Q14191",31.6228,"Potency","qHTS for Inhibitors of WRN Helicase","Confirmatory",NA
"B.4407",652017,17520,24830158,"Active",119579215,6595,"SMARCA2","B4DSC8",NA,NA,"Luminescence-based cell-based primary high throughput screening assay to identify activators of the function of SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 (SMARCA2, BRM)","Screening",NA
"B.4408",652105,17520,24830158,"Active",18266879,5305,"PIP4K2A","P48426",NA,"Potency","qHTS for Inhibitors of phosphatidylinositol 5-phosphate 4-kinase (PI5P4K)","Confirmatory",NA
"B.4409",652257,17520,24830158,"Active",32425330,3276,"PRMT1","A0A087X1W2",NA,NA,"Primary biochemical fluorescence polarization-based high throughput screening assay to identify inhibitors of protein arginine methyltransferase 1 (PRMT1)","Screening",NA
"B.4410",686978,17520,24830158,"Active",79154014,55775,"TDP1","A0A024R6L5",1.2995,"Potency","qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in absence of CPT","Confirmatory",NA
"B.4411",686979,17520,24830158,"Active",79154014,55775,"TDP1","A0A024R6L5",0.6513,"Potency","qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in presence of CPT","Confirmatory",NA
"B.4412",687036,17520,24830158,"Active",32425330,3276,"PRMT1","A0A087X1W2",NA,NA,"Fluorescence polarization-based biochemical high throughput confirmation assay to identify inhibitors of protein arginine methyltransferase 1 (PRMT1)","Screening",NA
"B.4413",720504,17520,24830158,"Active",21359873,5347,"PLK1","P53350",5.3233,"Potency","qHTS for Inhibitors of PLK1-PDB (polo-like kinase 1 - polo-box domain): Primary Screen","Confirmatory",NA
"B.4414",743042,17520,144210807,"Active",124375976,367,"AR","P10275",27.306,"Potency","qHTS assay to identify small molecule antagonists of the androgen  receptor (AR) signaling pathway using the MDA cell line","Confirmatory",NA
"B.4415",743083,17520,144210807,"Active",119597822,1588,"CYP19A1","A0A024R5S8",30.6379,"Potency","qHTS assay to identify aromatase inhibitors","Confirmatory",NA
"B.4416",743228,17520,144210807,"Active",4504517,3315,"HSPB1","P04792",54.941,"Potency","qHTS assay for small molecule activators of the heat shock response signaling pathway: Summary","Summary",NA
"B.4417",743279,17520,24830158,"Active",10835145,3553,"IL1B","P01584",NA,NA,"qHTS for Inhibitors of Inflammasome Signaling:  IL-1-beta AlphaLISA Primary Screen","Screening",NA
"B.4418",752626,17520,103225475,"Active",77416852,836,"CASP3","P42574",46.74,"IC50","Inhibition of recombinant human caspase-3 using Ac-LDEVD-AMC as substrate assessed as accumulation of 7-AMC incubated for 10 mins followed by substrate addition measured for 10 mins by fluorimetric analysis","Confirmatory",23632366
"B.4419",1125749,17520,103225475,"Active",77416852,836,"CASP3","P42574",46.74,"IC50","Inhibition of human recombinant caspase-3 using Ac-LDEVD-AMC as substrate after 10 mins by fluorescence assay","Confirmatory",24656804
"B.4420",1159552,17520,144210807,"Active",325495463,5914,"RARA","P10276",17.2289,"Potency","qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway","Confirmatory",NA
"B.4421",1159555,17520,144210807,"Active",325495463,5914,"RARA","P10276",20.8733,"Potency","qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway: Summary","Summary",NA
"B.4422",1224838,17520,144210807,"Active",66775687,9970,"NR1I3","Q14994",21.6899,"Potency","qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway","Confirmatory",NA
"B.4423",1224841,17520,144210807,"Active",325495545,2101,"ESRRA","P11474",27.306,"Potency","qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library","Confirmatory",NA
"B.4424",1224848,17520,144210807,"Active",325495545,2101,"ESRRA","P11474",43.2771,"Potency","qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library","Confirmatory",NA
"B.4425",1258799,17520,103225475,"Active",6831528,23576,"DDAH1","B4E3V1",13.2,"IC50","Inhibition Assay: The L-citrulline assay was based upon an original test-tube method developed by Prescott and Jones in 1969 (Prescott, L. M. & Jones, M. E. Modified methods for the determination of carbamyl aspartate. Anal Biochem 32, 408-419 (1969)), which was adapted and optimized for a microplate format. Subsequently, the activity of DDAH was quantified by detecting its conversion of ADMA to citrulline using the optimized protocol. The assay was scaled up to a 384-well format for high throughput chemical screening.High Throughput Screening of Small Molecules:Over 130,000 small molecules deposited in the Stanford High-throughput Bioscience Center (HTBC) were screened using the enzymatic assay to identify chemicals that regulate DDAH activity. In brief, recombinant human DDAH1 (rhDDAH1) was mixed with ADMA in the presence of screening buffer in 384-well plates using a Staccato multidrop. Small molecules (100 nL each) were then added to the wells using a robotic arrayer to yield a final compound screening.","Confirmatory",NA
"B.4426",1259243,17520,144210807,"Active",124375976,367,"AR","P10275",34.3762,"Potency","qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881","Confirmatory",NA
"B.4427",1259244,17520,144210807,"Active",348019627,2099,"ESR1","G4XH65",54.4827,"Potency","qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line in the presence of 0.1 nM 17-beta-estradiol","Confirmatory",NA
"B.4428",1259369,17520,144210807,"Active",109731339,2737,"GLI3","P10071",0.9689,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway","Confirmatory",NA
"B.4429",1259385,17520,144210807,"Active",119601739,7253,"TSHR","A0A0A0MTJ0",68.5896,"Potency","qHTS assay to identify small molecule antagonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway","Confirmatory",NA
"B.4430",1259392,17520,144210807,"Active",109731339,2737,"GLI3","P10071",0.769588,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway: Summary","Summary",NA
"B.4431",1259395,17520,144210807,"Active",119601739,7253,"TSHR","A0A0A0MTJ0",68.5896,"Potency","qHTS assay to identify small molecule antagonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway: Summary","Summary",NA
"B.4432",1259396,17520,144210807,"Active",54288833,2100,"ESR2","F1D8N3",NA,NA,"qHTS assay to identify small molecule antagonists of the estrogen receptor beta (ER-beta) signaling pathway: Summary","Summary",NA
"B.4433",1259400,17520,24830158,"Active",166209887,59350,"RXFP1","B4DGP2",NA,NA,"qHTS Assay for Antagonists of the Relaxin Receptor RXFP1","Screening",NA
"B.4434",1342731,17520,103225475,"Active",6831528,23576,"DDAH1","B4E3V1",13.2,"IC50","Inhibition of recombinant human DDAH1 expressed in Escherichia coli BL21 Star (DE3) using ADMA as substrate assessed as decrease in citrulline production after 4 hrs by colorimetric method","Confirmatory",NA
"B.4435",1346982,17520,144210807,"Active",325495557,8856,"NR1I2","O75469",8.6349,"Potency","Human pregnane X receptor (PXR) small molecule agonists, qHTS assay","Confirmatory",NA
"B.4436",1347032,17520,144210807,"Active",15928762,4087,"SMAD2","Q15796",NA,NA,"TGF-beta/Smad small molecule antagonists, qHTS assay: Summary","Summary",NA
"B.4437",1347032,17520,144210807,"Active",29792115,4088,"SMAD3","P84022",NA,NA,"TGF-beta/Smad small molecule antagonists, qHTS assay: Summary","Summary",NA
"B.4438",1671198,17520,144210807,"Active",527178914,1559,"CYP2C9","P11712",31.7055,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4439",1671199,17520,144210807,"Active",119619719,1544,"CYP1A2","P05177",31.7055,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4440",1671200,17520,144210807,"Active",146048409,3757,"KCNH2","A0A090N8Q0",48.9662,"Potency","Human Ether-a-go-go-Related Gene (hERG) channel small molecule antagonists: fluorescence cell-based qHTS assay","Confirmatory",NA
"B.4441",1671201,17520,144210807,"Active",115371803,1576,"CYP3A4","P08684",39.9149,"Potency","Cytochrome P450 Family 3 Subfamily A Member 4 (CYP3A4) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4442",743079,7896,144209606,"Active",348019627,2099,"ESR1","G4XH65",49.052,"Potency","qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line","Confirmatory",NA
"B.4443",743219,7896,144210405,"Active",20149576,4780,"NFE2L2","Q16236",30.6379,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway: Summary","Summary",NA
"B.4444",1671196,7896,144209606,"Active",1047837853,1565,"CYP2D6","C1ID52",32.0421,"Potency","Cytochrome P450 Family 2 Subfamily D Member 6 (CYP2D6) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4445",1671197,7896,144210405,"Active",55140668,1557,"CYP2C19","P33261",70.9799,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4446",588514,7840,17389607,"Active",348019627,2099,"ESR1","G4XH65",0.3548,"Potency","qHTS assay for small molecule agonists of estrogen receptor alpha signaling","Confirmatory",NA
"B.4447",1671196,121752,144208017,"Active",1047837853,1565,"CYP2D6","C1ID52",32.7429,"Potency","Cytochrome P450 Family 2 Subfamily D Member 6 (CYP2D6) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4448",1671199,94310,144211793,"Active",119619719,1544,"CYP1A2","P05177",28.2576,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4449",884,33528,17389310,"Active",13435386,1576,"CYP3A4","P08684",12.5893,"Potency","qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4","Confirmatory",NA
"B.4450",434989,33528,85146933,"Active",222080095,3061,"HCRTR1","O43613",NA,NA,"Fluorescence-based cell-based primary high throughput screening assay to identify antagonists of the orexin 1 receptor (OX1R; HCRTR1)","Screening",NA
"B.4451",485346,33528,85146933,"Active",88702791,4194,"MDM4","O15151",NA,NA,"uHTS for identification of Inhibitors of Mdm2/MdmX interaction in luminescent format.","Screening",NA
"B.4452",485346,33528,85146933,"Active",89993689,4193,"MDM2","A0A0A8KB75",NA,NA,"uHTS for identification of Inhibitors of Mdm2/MdmX interaction in luminescent format.","Screening",NA
"B.4453",492963,33528,85146933,"Active",222080095,3061,"HCRTR1","O43613",NA,NA,"Fluorescence-based cell-based high throughput confirmation assay for antagonists of the orexin 1 receptor (OX1R; HCRTR1)","Screening",NA
"B.4454",493098,33528,85146933,"Active",37187860,1235,"CCR6","P51684",NA,NA,"uHTS identification of small molecule antagonists of the CCR6 receptor via a luminescent beta-arrestin assay","Screening",NA
"B.4455",504847,33528,85146933,"Active",63054845,7421,"VDR","F1D8P8",3.5481,"Potency","Inhibitors of the vitamin D receptor (VDR): qHTS","Confirmatory",NA
"B.4456",540270,33528,85146933,"Active",154146191,3320,"HSP90AA1","P07900",0.649,"AC50","HsHsp90 Counterscreen Measured in Microorganism System Using Plate Reader - 2121-02_Inhibitor_Dose_CherryPick_Activity","Confirmatory",NA
"B.4457",588513,33528,17389310,"Active",348019627,2099,"ESR1","G4XH65",14.1254,"Potency","qHTS assay for small molecule antagonists of estrogen receptor alpha signaling","Confirmatory",NA
"B.4458",588541,33528,26753123,"Active",216409708,7421,"VDR","F1D8P8",22.3872,"Potency","qHTS assay for small molecule antagonists of vitamin D receptor signaling","Confirmatory",NA
"B.4459",588855,33528,85146933,"Active",18418623,4088,"SMAD3","P84022",5.6234,"Potency","qHTS for Inhibitors of TGF-b","Confirmatory",NA
"B.4460",602244,33528,85146933,"Active",5730106,10663,"CXCR6","A0N0N3",NA,NA,"uHTS identification of CXCR6 Inhibitors in a B-arrestin luminescence assay","Screening",NA
"B.4461",602281,33528,85146933,"Active",31542303,51099,"ABHD5","A0A0S2Z5D6",NA,NA,"Luminescence-based biochemical primary high throughput screening assay to identify inhibitors of the interaction of the lipase co-activator protein, abhydrolase domain containing 5 (ABHD5) with perilipin-5 (MLDP; PLIN5)","Screening",NA
"B.4462",602281,33528,85146933,"Active",116292172,440503,"PLIN5","Q00G26",NA,NA,"Luminescence-based biochemical primary high throughput screening assay to identify inhibitors of the interaction of the lipase co-activator protein, abhydrolase domain containing 5 (ABHD5) with perilipin-5 (MLDP; PLIN5)","Screening",NA
"B.4463",602409,33528,85146933,"Active",5730106,10663,"CXCR6","A0N0N3",NA,NA,"Single concentration confirmation of uHTS hits from a small molecule antagonists of the CXCR6 receptor via a luminescent beta-arrestin assay","Screening",NA
"B.4464",624129,33528,85146933,"Active",4885057,187,"APLNR","B2RDH3",6.83,"IC50","Dose Response confirmation of uHTS hits from a small molecule antagonists of the CXCR6 receptor in a screening assay","Confirmatory",NA
"B.4465",624129,33528,85146933,"Active",4885057,187,"APLNR","B2RDH3",8.1,"IC50","Dose Response confirmation of uHTS hits from a small molecule antagonists of the CXCR6 receptor in a screening assay","Confirmatory",NA
"B.4466",624129,33528,85146933,"Active",4885057,187,"APLNR","B2RDH3",8.16,"IC50","Dose Response confirmation of uHTS hits from a small molecule antagonists of the CXCR6 receptor in a screening assay","Confirmatory",NA
"B.4467",624129,33528,85146933,"Active",5730106,10663,"CXCR6","A0N0N3",6.83,"IC50","Dose Response confirmation of uHTS hits from a small molecule antagonists of the CXCR6 receptor in a screening assay","Confirmatory",NA
"B.4468",624129,33528,85146933,"Active",5730106,10663,"CXCR6","A0N0N3",8.1,"IC50","Dose Response confirmation of uHTS hits from a small molecule antagonists of the CXCR6 receptor in a screening assay","Confirmatory",NA
"B.4469",624129,33528,85146933,"Active",5730106,10663,"CXCR6","A0N0N3",8.16,"IC50","Dose Response confirmation of uHTS hits from a small molecule antagonists of the CXCR6 receptor in a screening assay","Confirmatory",NA
"B.4470",624129,33528,85146933,"Active",37187860,1235,"CCR6","P51684",6.83,"IC50","Dose Response confirmation of uHTS hits from a small molecule antagonists of the CXCR6 receptor in a screening assay","Confirmatory",NA
"B.4471",624129,33528,85146933,"Active",37187860,1235,"CCR6","P51684",8.1,"IC50","Dose Response confirmation of uHTS hits from a small molecule antagonists of the CXCR6 receptor in a screening assay","Confirmatory",NA
"B.4472",624129,33528,85146933,"Active",37187860,1235,"CCR6","P51684",8.16,"IC50","Dose Response confirmation of uHTS hits from a small molecule antagonists of the CXCR6 receptor in a screening assay","Confirmatory",NA
"B.4473",624296,33528,85146933,"Active",7705682,51053,"GMNN","A0A024QZY7",20.5962,"Potency","A quantitative high throughput screen for small molecules that induce DNA re-replication in MCF 10a normal breast cells.","Confirmatory",NA
"B.4474",624297,33528,85146933,"Active",7705682,51053,"GMNN","A0A024QZY7",10.3225,"Potency","A quantitative high throughput screen for small molecules that induce DNA re-replication in SW480 colon adenocarcinoma cells.","Confirmatory",NA
"B.4475",651612,33528,85146933,"Active",31542303,51099,"ABHD5","A0A0S2Z5D6",NA,NA,"Luminescence-based biochemical high throughput confirmation assay for inhibitors of the interaction of the lipase co-activator protein, abhydrolase domain containing 5 (ABHD5) with perilipin-5 (MLDP; PLIN5)","Screening",NA
"B.4476",651612,33528,85146933,"Active",116292172,440503,"PLIN5","Q00G26",NA,NA,"Luminescence-based biochemical high throughput confirmation assay for inhibitors of the interaction of the lipase co-activator protein, abhydrolase domain containing 5 (ABHD5) with perilipin-5 (MLDP; PLIN5)","Screening",NA
"B.4477",651631,33528,144208657,"Active",269849759,7157,"TP53","K7PPA8",12.222,"Potency","qHTS assay for small molecule agonists of the p53 signaling pathway","Confirmatory",NA
"B.4478",651631,33528,144210883,"Active",269849759,7157,"TP53","K7PPA8",25.5043,"Potency","qHTS assay for small molecule agonists of the p53 signaling pathway","Confirmatory",NA
"B.4479",651636,33528,85146933,"Active",4826706,1880,"GPR183","A0A024RDX2",NA,NA,"uHTS identification of small molecule antagonists of the EBI2 receptor via a luminescent beta-arrestin assay","Screening",NA
"B.4480",651674,33528,85146933,"Active",31077205,3172,"HNF4A","F1D8T1",NA,NA,"Counterscreen for inhibitors of the interaction of the lipase co-activator protein, abhydrolase domain containing 5 (ABHD5) with perilipin-5 (MLDP; PLIN5): Luminescence-based biochemical high throughput assay to identify inhibitors of Hepatocyte nuclear factor 4 (HNF4) dimerization","Screening",NA
"B.4481",651741,33528,17389310,"Active",20149576,4780,"NFE2L2","Q16236",66.8242,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway","Confirmatory",NA
"B.4482",651741,33528,26753123,"Active",20149576,4780,"NFE2L2","Q16236",54.4827,"Potency","qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway","Confirmatory",NA
"B.4483",651802,33528,17389310,"Active",49066040,6097,"RORC","F1D8P6",11.8832,"Potency","qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway","Confirmatory",NA
"B.4484",652054,33528,85146933,"Active",89191863,1814,"DRD3","A8K8E4",NA,NA,"qHTS of D3 Dopamine Receptor Antagonist: qHTS","Screening",NA
"B.4485",652105,33528,85146933,"Active",18266879,5305,"PIP4K2A","P48426",NA,"Potency","qHTS for Inhibitors of phosphatidylinositol 5-phosphate 4-kinase (PI5P4K)","Confirmatory",NA
"B.4486",686970,33528,85146933,"Active",49168486,3417,"IDH1","O75874",6.5131,"Potency","qHTS for induction of synthetic lethality in tumor cells producing 2HG: qHTS for the HT-1080-NT fibrosarcoma cell line","Confirmatory",NA
"B.4487",686978,33528,85146933,"Active",79154014,55775,"TDP1","A0A024R6L5",1.1582,"Potency","qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in absence of CPT","Confirmatory",NA
